top10 tstsc pacc salar rejr spend strat apret
66.5769 78.3863 50.9445 66492.8 33.652 22919.1 12.2206 92.5212
42.4391 70.044 60.6988 59448.1 11.7677 6549.61 16.9768 71.7429
39.5871 64.4334 29.8744 53764.7 34.7646 9014.55 19.2297 50.6663
13.5689 68.4187 55.0154 54297.9 26.0097 8755.87 16.7878 62.0073
71.4973 70.4802 30.3408 64981.6 47.5485 14779 16.0838 69.1672
-5.93615 54.2492 46.8689 47368.2 -9.13189 5138.01 21.5941 26.739
13.951 55.423 46.414 46657.4 -3.2009 -3180.29 23.9134 40.1548
62.4614 73.0016 38.0715 74617.8 28.4283 20658.1 6.25074 70.6163
3.98126 51.6825 25.2116 48887.2 2.08247 -3071.48 24.0967 35.3134
38.0553 67.1313 36.2597 73549.4 60.5676 16884.2 13.0435 44.7689
33.2374 61.9551 42.2813 52922.7 20.1002 4896.33 11.4314 54.9442
19.7653 66.1449 47.1266 60340.8 45.9899 9664.36 16.5517 45.6185
16.6583 62.3574 37.5605 58381.8 43.6872 10754.8 20.4968 47.4788
55.2572 76.4964 50.5649 62850.4 39.227 13283.3 20.5551 59.602
-7.79591 60.0029 53.5277 52567 6.76965 6794.24 11.1073 60.0088
52.5815 65.1694 58.3773 50991.5 37.0401 9955.29 12.0389 65.8801
66.127 68.9693 78.9691 65774.7 33.2543 16320.8 10.7512 66.2037
23.3033 64.4232 50.2408 56257.8 44.3371 9718.11 17.388 59.5409
46.8394 65.7293 38.3508 64329.9 55.5471 10099.3 10.1086 63.6032
46.3228 71.5046 58.2913 65240 33.0296 14056 16.8497 72.7848
64.5219 71.104 17.1808 69810.7 47.0696 15963.6 9.12045 68.2204
16.6466 59.2164 56.0972 63163.8 22.2878 8092.56 13.0209 62.8337
39.7733 68.9714 36.6275 62811.2 12.9575 7137.73 19.7206 53.5919
35.2119 71.6455 21.8569 74201.4 28.9337 11629.4 17.025 60.474
32.5467 69.6002 60.3302 70487.8 38.9393 17991.9 15.0371 47.3681
56.8841 71.457 45.0695 73529.1 50.1206 15507.5 14.3337 58.9501
24.5351 57.4783 13.3495 61756.1 18.7049 6900.69 18.3938 39.1159
36.2961 68.9234 56.7001 57880.7 32.5744 9433.33 16.9122 75.8614
40.3355 61.9341 61.4998 51326.5 40.3511 7404.75 14.7458 59.7718
65.6388 74.0266 48.3954 66073.3 46.0994 13521.4 11.7106 77.7598
13.4871 56.151 5.0596 67898.3 31.3113 13512.4 18.9791 29.0632
54.8004 71.1021 22.7378 62328.9 24.9981 16224.4 15.1914 81.3403
47.1058 67.2227 52.3623 70441.3 38.0707 19321.2 11.8362 73.1055
84.1116 73.3606 46.104 69466.8 28.4646 14494.2 14.5902 57.8637
21.8205 56.4978 46.8802 62241.1 22.5786 11669.9 15.5777 43.2712
32.0597 57.2231 33.504 57274.5 11.0225 7547.97 20.4616 31.9016
33.3447 62.0511 36.8981 59084.9 51.4449 9792.13 18.2465 32.3354
72.6508 75.9026 42.5987 63159.8 60.7603 24492.1 10.4532 82.659
33.3244 62.104 39.2496 58017.6 23.0755 5347.89 14.1218 52.2506
94.5382 83.0883 50.9511 71841.6 54.4484 16955.4 13.7694 79.7201
54.8096 71.9974 48.1266 69622.5 74.3426 19397.7 17.7526 42.3863
31.037 60.3248 44.8983 61707.1 32.7361 7998.39 19.9047 44.5216
2.11934 58.4244 48.7816 39419.9 33.8713 -450.756 24.3031 46.5292
34.1907 64.9697 47.0828 60383.3 21.0825 8862.71 17.6489 57.8104
32.0235 66.5453 43.9222 69109 39.5979 12028.9 19.939 62.36
20.2937 61.9293 47.8295 54967.3 11.4226 5538.2 18.3214 42.3658
15.3385 55.9283 24.1051 53187.3 15.2838 9440.3 18.1183 49.6975
42.6009 67.8129 38.6013 69134.1 25.5024 12256.2 11.9356 78.7001
47.4486 69.4952 20.5182 83783.1 37.3771 15062.9 7.77045 66.0903
-2.4141 63.24 52.4754 61880.7 25.9898 14204.8 12.4336 70.5393
30.3016 70.2051 53.5708 58398.5 30.9964 15036.5 13.4582 69.3128
59.9542 62.7132 27.3964 69485 28.6865 12528.2 14.4624 54.9538
44.3471 62.8612 23.6631 70121.2 61.6065 13198.1 11.8589 63.741
48.3065 65.265 54.6697 65747.7 34.6719 13526.5 16.6912 48.244
53.0193 78.2596 37.0078 71901.1 31.2242 14527.3 15.5745 63.5548
22.9383 62.2578 40.2779 54874.4 39.1695 9784.86 16.3579 46.7373
47.132 68.8266 24.0271 60600.1 50.9518 11031.3 18.3194 35.5607
52.9254 68.4525 63.3411 54027.9 21.7865 9712.43 13.6831 47.5805
74.8271 73.2805 49.9372 66432 41.6837 12709.1 17.6463 72.3398
43.1361 68.8253 43.568 69186.7 28.9574 11369.4 13.4284 68.6659
62.3416 72.0736 26.6526 59211.1 43.2556 14150 14.3891 79.8227
8.85908 64.2502 20.8331 61415.7 9.6295 12151 12.6528 58.6716
28.5734 63.6286 49.0562 65163.3 37.7902 15665.6 11.4571 62.1596
-14.8222 58.4786 34.4732 56366 12.5988 666.293 19.7633 41.2708
59.6626 67.5272 37.763 67180.5 33.4641 12307.1 14.897 63.9612
87.1028 84.8319 31.6837 83435.1 74.9602 25214.9 9.97442 100.008
24.7117 64.8222 22.6777 69741.4 27.5063 8351.96 14.9435 52.6307
52.9403 67.4069 39.4991 59510.5 18.0183 11394 16.0525 68.7511
48.9174 70.5745 47.6651 51377.7 31.517 15467.2 17.3998 81.0588
31.7423 61.6538 40.5872 68424.2 7.4003 9005.42 19.0757 37.2717
79.511 81.2251 57.7346 72741.2 43.6035 15939.9 10.9898 89.328
29.193 69.4018 27.0192 73553.8 25.2099 14453.2 16.3457 71.3346
41.3888 59.9517 22.6321 63817.3 50.8018 15059.1 13.8558 43.5079
36.2509 66.716 31.8487 63684.9 26.8416 2950.76 18.5218 59.3348
3.42533 50.1019 34.5197 54047.8 -24.0744 525.741 22.8198 20.9044
11.614 59.0074 36.4345 61803.3 6.00699 1640.21 23.2956 40.1151
34.8103 67.0695 47.6011 57927.1 21.7221 10414.4 15.3494 67.9535
-14.0209 53.4938 54.0388 48017 0.231334 4203.44 19.9931 33.0686
24.8117 64.1106 36.8354 60359.9 8.58059 9871.47 19.256 54.5727
60.1668 71.4563 37.258 73563 32.5989 10708.6 21.8014 62.8576
8.3941 58.2938 30.2243 60850.1 9.03153 5951.09 14.8091 30.3163
14.3931 63.0898 28.3759 55494.8 20.6892 10051.3 14.3648 57.8916
51.36 64.515 48.6706 57304.5 36.5 10217.5 17.187 33.5949
10.4782 60.1175 31.0395 55514 18.0245 3761.9 15.6737 62.8027
3.37682 53.4249 49.444 51329.3 -9.8973 192.38 17.6373 36.1491
28.1755 65.8479 47.9314 55631.9 7.29387 5097.23 23.5316 55.0006
4.5849 48.4813 48.5997 42698.3 11.4763 1327.21 16.4039 32.2802
26.4126 62.6795 53.3109 61273.2 41.5715 13827.6 14.2556 39.4916
31.1332 67.1467 45.6143 59669.4 27.8114 14898.4 14.5756 57.4688
42.283 70.8809 49.9082 67919.9 52.9777 11408.7 15.2851 85.0344
48.4861 69.7085 52.7848 60005.6 34.0356 12047.9 14.6286 59.6338
33.9446 67.061 51.6262 66935.6 29.055 18317.7 13.776 76.8438
9.37688 67.9083 34.9533 57002.2 18.9187 5285.22 20.6457 68.5992
36.3369 68.3217 60.2106 44328.6 10.5629 5592.4 21.1889 63.6993
38.4087 65.839 44.8173 58752.9 29.8617 12310.6 17.3597 42.5417
61.2237 75.5641 17.4582 64714.3 56.6399 9203.51 20.4668 69.3238
62.3662 79.5288 65.746 75909.3 48.2134 16764.8 16.1302 74.8501
22.4792 74.1897 47.8028 62470.7 12.933 12501.2 17.1941 67.3923
32.8337 66.9785 47.9247 58416.7 12.4845 7256.44 22.8179 34.0402
51.055 69.558 54.277 59231.5 53.6912 20756 10.3835 71.8573
46.0471 68.0936 36.6331 70837.5 44.3645 14289.2 17.2368 42.4537
82.2335 76.1329 40.5012 77486.2 66.3456 19005.3 9.64108 71.8076
56.1138 74.6615 27.3129 76000.7 53.621 19740.2 16.1888 70.6415
65.6485 73.7865 46.5148 74277.3 57.8154 17733.6 5.17417 54.3569
27.593 65.9984 62.2466 63894.1 26.7645 11853.2 17.1929 29.8453
35.2471 66.5621 50.5764 66492.3 18.4535 12043.7 18.2051 36.9701
48.5285 69.9109 44.6036 57271 44.831 20512.3 7.48222 52.8297
23.7609 67.2722 50.2385 68557.4 36.7721 10855.9 14.3273 52.5396
38.9139 68.208 55.0769 58986.6 45.7853 13211.8 13.7751 49.7263
50.0478 72.4165 29.3753 74674 39.8791 24035.9 15.1736 72.3225
49.9914 77.7527 75.1915 60606.4 30.2505 13128 12.6681 71.1372
31.3463 62.5514 50.1628 56317 27.674 7078.13 17.8323 55.3434
38.6771 62.9945 26.2839 60010.2 37.4198 13036.1 9.76705 56.0703
54.7968 67.4359 44.7832 62257.2 46.0686 12538.4 18.4687 55.0724
60.6492 68.0021 44.0169 64629.9 42.2095 11045.8 16.8205 85.1041
34.7577 56.2481 56.1814 52105.5 29.5313 4985.75 11.3879 33.9941
42.8919 72.0819 43.7021 69470.8 54.8026 15785.4 10.4688 77.6226
40.1689 69.7926 56.5093 69669.5 19.6001 15579.4 17.1895 65.6749
90.2483 85.1859 45.3939 79605.1 64.9911 21102.6 15.247 90.1058
133.381 85.3082 43.7505 78723 73.3391 19953.9 10.1476 107.434
67.671 77.2691 16.0079 79594.5 61.3532 22726.3 11.2451 78.8705
38.7791 69.2276 68.6372 58835.3 46.4205 14119.6 9.20395 59.9907
50.7622 62.4368 36.832 63406.5 49.4706 9155.97 10.4456 52.9128
28.9171 64.0966 50.3176 56186.4 30.0729 8587.8 15.5463 60.0467
54.7241 61.0978 29.3527 52773.8 38.0229 11216.3 15.9325 42.5591
15.7713 57.3772 9.93323 60819.3 32.7908 15907.6 14.7891 20.8556
55.2118 67.9362 45.2883 57744.9 37.5201 13941.6 18.8836 62.4554
13.8378 52.7406 28.7989 56223.1 12.3785 4578.67 12.814 29.7195
39.5057 70.4463 27.2985 59568.7 31.6078 9055.67 17.8017 49.7818
54.4666 65.3302 42.0375 60802.9 17.3826 10489.1 9.5339 86.9851
51.8497 73.9213 49.9953 66873.7 29.5844 8038.46 15.2293 66.1894
64.337 71.0844 55.0924 61139.5 34.3964 12146.9 13.193 70.009
44.1224 57.7967 51.2667 55306.1 25.8468 8226.94 18.0851 31.2677
82.5994 77.3585 57.4389 73547.9 64.1097 22293.4 13.6402 74.6023
35.8425 70.1686 23.6933 65750.3 36.4248 13833.1 11.0478 32.8173
17.2074 65.3567 57.8596 59252.2 14.9606 9436.47 14.8213 60.4413
54.4064 70.4231 41.9572 64017.2 47.5088 7092.44 16.0873 57.2011
64.4077 74.3938 28.2836 73811.1 1.7397 13136.4 12.6141 82.8077
0.663263 54.3547 61.0078 51441.8 14.8364 11903 14.9941 37.7867
58.6585 67.6531 47.5783 58429.1 46.4986 12328 14.8544 82.3036
28.8816 63.128 17.5477 50675.1 30.6304 8177.02 19.4168 33.5403
36.3542 66.9839 41.1543 62212.9 12.3428 7937.95 21.3326 51.3786
33.3586 62.3121 37.5797 64908.6 32.657 8504.91 16.6004 55.4234
42.4891 63.115 40.2657 56784.2 36.6322 7568.14 9.73089 58.3542
54.0609 66.2224 52.6468 66830.6 65.6204 10831 9.99036 60.9249
69.2384 72.1202 15.6957 78078.7 52.3283 21566.9 8.86198 66.2349
-12.0188 59.5375 19.372 51552.7 23.4558 6291.25 24.2394 43.2869
38.4848 67.945 67.2242 54932.3 22.2294 3677.48 22.8833 67.5795
18.8295 54.895 47.8608 47872 19.6593 10797.4 14.9668 14.2127
15.9581 64.0866 44.0075 64261 5.39477 5234.64 16.4011 50.1479
26.9212 71.1879 36.5078 65453.5 9.69719 12978.5 15.9651 60.6167
45.8091 69.2136 37.9571 65674.3 36.5387 10839.2 20.4077 64.2965
24.7527 61.1317 13.8225 69562.7 22.9315 11655.5 13.686 47.5154
38.1394 65.8562 28.8669 65687.4 40.4029 9646.45 17.4287 58.1945
20.2719 66.9118 35.0157 57951.1 18.2409 5899.25 19.7032 47.4857
58.474 64.5894 47.5708 60884.3 35.0162 14929.9 14.5362 41.9106
43.8271 62.2356 63.6551 46964 44.6058 11813.1 16.5332 55.8668
51.4872 65.6716 35.749 57992.4 43.441 12394.2 8.52893 86.0366
44.8184 69.1427 49.5679 56271.4 8.29969 10260.4 16.77 51.8775
57.5433 68.1455 49.6418 59973.3 32.4021 10895.8 19.9799 64.4913
42.7279 65.8827 18.2179 67123.1 81.8703 17930 15.7593 61.3212
60.4523 67.4451 57.2612 71302.6 42.465 8151.36 13.2099 59.4071
84.6916 84.4875 30.5743 74285.1 70.9873 23983.1 9.67948 97.3534
76.4479 74.1357 45.3034 57851.2 40.8526 12563.4 9.66299 101.59
40.0094 68.894 38.0825 60480.9 7.07753 6859.18 13.8547 54.0296
22.7349 66.3167 55.958 53890 25.4736 6158.53 19.3125 61.0191
28.3733 68.0673 53.8497 57977.6 30.7633 13055.9 9.1652 54.9061
36.7057 66.097 32.3725 75305.3 43.8238 16572.3 14.9038 57.7519
98.3546 79.2698 44.3396 85466.6 61.7626 20171.2 13.0535 100.72
60.3486 70.7005 37.1531 75317.6 39.1079 16755.1 15.3622 83.6544
18.0642 62.1838 18.561 57642 7.74838 2256.14 17.5043 33.9214
41.0383 73.4871 20.8592 67965.2 37.8701 18555.1 10.9612 80.0756
69.8657 73.8856 40.3732 69573 41.7234 8946.08 15.8799 73.7304
23.0405 66.7368 42.0704 61715.4 2.735 9841.56 13.1157 59.6656
22.7621 64.5629 52.8813 59634 25.4951 12190.6 9.21035 70.6961
43.7465 66.1413 26.8648 69252.8 53.7538 11785.3 11.179 76.8681
17.1672 54.3389 25.512 53780 16.1956 8690.7 12.5601 52.4413
79.363 75.7226 31.6077 80377.4 44.0113 16953 17.354 75.4747
58.6854 77.5052 36.9548 68139.5 56.5076 20969.6 16.3663 92.6836
-7.33044 64.0971 32.1918 54265.1 17.1296 2578.33 15.8982 53.9482
51.9479 72.4318 53.5406 73477.5 25.595 20074.6 13.7008 85.5222
40.7149 61.8759 50.4 53426.4 -12.2948 6607.1 17.55 50.6642
34.5669 62.4963 54.141 61238.9 44.3311 8504.84 15.5452 60.5027
38.7289 58.9993 36.0954 65444.9 27.8673 6593.36 16.5436 37.3501
69.5066 67.1804 42.0139 59376.5 67.3703 20661.5 9.97952 68.2398
10.0171 55.7594 33.5513 45691.9 9.48033 -1414.92 25.3731 17.1287
51.5249 74.2687 29.1826 72020.4 58.5333 15959.2 16.7392 68.5806
35.4231 62.6754 55.0378 41813.7 16.4782 9701.3 21.8309 54.1437
18.7345 65.1243 59.6661 60226.2 29.0208 10933.4 16.2119 85.1193
17.4909 67.6356 67.9989 58624.3 42.8891 9405.94 17.5588 80.7744
21.6634 66.5001 49.2694 53961.3 27.8611 15847 14.6186 64.8133
49.7397 67.1666 27.103 69553.3 36.5527 9778.71 16.3992 63.0153
7.3349 57.6222 60.8585 61767.2 25.6121 6151.24 20.0766 35.1614
-2.09996 53.2127 56.5231 54845.8 8.14957 7814.49 19.0197 35.254
35.0593 72.2655 40.3334 73020.3 49.0037 18493.5 12.124 80.1442
24.7694 60.021 35.1182 55071.8 10.8725 2542.75 17.85 24.2149
44.1381 72.6102 70.3601 68332 39.9987 11199.6 13.375 68.7946
72.6535 73.6358 51.1208 64128.5 52.5491 12193.5 14.977 66.4304
40.5246 62.0242 46.6316 43149.6 23.0249 6935.6 16.648 61.2686
50.571 68.5085 32.891 73198.5 36.0967 10985.9 11.6319 66.5351
44.8924 67.5602 51.8053 56302.2 51.2106 5404.03 13.9993 56.7808
41.4595 64.8718 40.1078 57578.1 42.4455 10879 15.23 70.0888
62.2814 67.4509 39.7242 60290.7 34.7395 15693.1 14.1449 66.6904
36.8834 68.1796 45.1671 60787.1 3.42683 10228.4 19.6017 73.7607
67.7542 71.7038 48.7409 67041.6 53.6091 22552.7 14.4236 51.6701
7.50379 67.6959 30.6411 73075.5 41.0299 12884.7 14.9235 72.2478
54.7611 68.4679 41.5709 54709.3 19.016 8174.02 12.6913 54.424
52.2193 76.5595 33.1586 80651.7 38.8362 15461.9 12.0131 79.9973
38.291 69.658 45.4439 54492.3 28.8007 11450.3 12.6641 58.4152
73.9511 72.0924 52.8938 61630.5 40.3484 11955.9 11.5768 88.4594
4.9005 59.8422 57.0207 57478.1 12.53 6108.63 27.2113 30.2759
28.4894 64.8543 56.2101 60279.8 49.0853 6027.58 20.8854 59.0619
11.6406 56.5181 38.0403 45457.4 23.0548 2822.43 15.1721 31.8455
54.8953 73.4292 51.6212 73885 30.3752 17376.2 10.6444 86.0468
11.0997 57.945 38.4127 56999.7 16.6393 -2045.49 25.1524 39.552
28.7891 59.651 19.2018 57997.6 21.181 6137.44 14.8233 43.9317
64.9019 69.9383 7.53434 73326.3 42.8761 14202.2 9.24038 74.4484
24.95 67.0718 25.8887 73836.8 52.5822 20377.5 15.0665 48.6212
80.1414 75.5621 16.4594 76940.3 65.778 10752.3 17.6825 68.6771
73.3594 71.191 43.2117 70753 57.807 24164 10.7539 76.6717
34.9094 58.9905 51.1132 57468.6 14.6764 5990.48 17.1557 41.5062
38.0416 56.6723 40.6913 59218.5 10.2909 4356.22 15.8791 56.6126
25.7384 68.8248 64.7416 72689.1 32.5751 14200.4 21.2703 71.2251
29.4951 58.247 44.6683 50021.6 12.661 37.8865 19.6173 50.9706
58.5944 67.6004 45.0244 60669 26.3992 12111.4 17.1005 56.607
49.1659 69.9497 48.8963 64330.9 40.1717 18450.6 9.95351 77.4376
5.62716 52.1006 45.8942 42218.5 12.827 -88.1807 21.2289 34.434
48.5546 61.6597 47.2918 58704.4 37.0574 11553.9 19.9051 34.5767
46.6766 67.616 39.9659 65923.9 35.1812 10273.4 15.6765 66.6693
15.7696 59.9915 43.0399 64885.3 40.3203 13277.1 11.7642 55.0033
73.4289 71.4077 59.3809 61567.9 46.3144 14052.7 15.1863 79.1511
-22.4216 52.4007 31.3741 51654.6 -11.3579 2703.48 17.825 27.9403
14.7314 53.1237 26.2441 46418.9 9.74887 936.199 18.9288 32.4877
42.006 67.3912 49.3292 65747.2 62.5024 19107.8 16.1904 65.2829
9.07085 59.9041 44.6814 56243.9 32.9996 12023 20.2811 11.4871
-11.56 49.6507 50.4478 39457.2 2.33073 -889.382 25.295 15.5231
20.7322 60.315 27.3571 63988.9 15.8603 12701 16.7145 62.7159
48.5027 68.8383 42.3553 64637 47.8737 11292.1 20.232 46.4623
29.2307 61.9429 43.8167 52207.5 35.5279 10260.2 12.1861 53.7378
48.6627 67.2922 37.0815 62282 24.2431 14298.9 9.77774 39.7246
67.0927 78.8723 41.6171 70453 52.3809 22681.4 7.94339 75.0898
14.3112 60.8957 34.0795 58289.7 21.6723 13980.4 16.2754 51.6447
12.8733 57.7132 42.6384 68861.7 30.9494 15493.8 15.1333 42.6952
38.6852 63.2316 46.6844 50620 18.0616 8747.16 15.2154 74.8717
41.7215 59.1561 33.12 57393.3 38.9799 4662.19 19.4896 42.3808
-7.63488 59.2007 42.4882 54967.1 25.1126 8979.74 16.9171 47.1862
50.0073 62.8104 15.8453 68210.1 39.7179 18938.6 15.3989 37.3121
81.75 87.1077 18.9219 93195.3 64.6157 27730.7 7.51192 97.168
87.804 74.7812 42.2059 78080.7 66.1914 22476.5 15.2071 85.1293
3.15129 61.8376 46.6497 54547.3 6.44688 5858.65 17.5668 42.6559
68.0017 77.7183 63.8159 65822.9 40.5224 15592.9 11.3996 68.6056
19.5376 60.6178 16.5869 65712.7 17.8978 2921.44 23.176 43.7457
46.8527 69.7986 60.0879 54571 59.543 13841.9 15.5365 67.2522
26.5753 60.5773 41.4782 41553.3 4.84521 1584.06 22.3213 43.2072
33.9559 68.9518 40.9468 57189.3 23.168 15243.9 13.337 58.7198
1.42207 55.5049 68.4436 46277.7 5.92687 148.654 19.4833 23.2908
49.0575 72.5607 47.6212 68820.6 54.2309 10934.7 12.4314 83.0745
6.26862 65.3502 55.8643 58564.3 2.80173 5962.26 22.1028 51.9951
16.0805 61.8113 27.1993 59633.5 20.0411 13813.6 17.1478 23.7023
48.3769 72.3087 54.7426 78985.8 41.2687 17282.5 10.6454 51.1082
36.5914 70.3044 15.4204 74826.3 23.0555 16194.7 12.4877 74.9902
46.3959 72.6918 43.1572 61609.5 33.6715 14528.1 13.6588 70.5649
88.7844 80.5024 52.5339 73699.4 40.4627 20589.3 9.77494 83.5696
4.21494 51.9886 36.8349 59590.3 35.2301 8813.38 16.981 44.7817
6.13632 58.6031 20.5065 53728.7 14.5057 5493.13 18.8962 49.7409
60.7722 71.0853 37.5378 69577.2 35.8725 14097.7 13.5989 62.0253
-3.98401 60.3276 33.8972 49853.8 22.2508 8085.13 7.79556 40.2
59.9009 76.2495 43.3507 75691 42.9126 18326.9 6.87967 76.0248
60.1976 72.9713 30.831 72414.3 62.8341 14036.6 16.4836 74.6239
63.3186 68.7786 17.6079 64856 29.1799 15892.3 11.859 58.3973
69.0413 74.8 42.1103 63642.4 36.0033 18203.4 16.7932 93.8241
44.478 68.7755 26.8575 62817.3 44.6203 13175.9 10.4165 86.4206
35.4505 69.319 41.3789 67416.3 30.1817 14802.1 11.9932 55.6504
36.7055 67.1248 44.8012 67206.1 34.6353 6788.59 16.0864 46.3271
34.3035 67.7722 47.9508 61222 40.4975 14884.8 10.279 67.6905
16.2382 63.5311 61.3947 61097 28.2798 8405.47 21.7838 49.7485
52.3141 69.7951 49.8879 60365.5 40.4752 17447.3 7.85288 87.1266
3.59659 57.8665 35.81 58001.4 -8.15006 2398.29 20.4943 42.0208
59.4419 75.823 67.7749 62488.7 48.6166 14806.9 16.9739 63.2085
56.8883 66.5502 70.0241 47894.7 41.2653 12324.8 16.1936 55.4078
67.1407 74.0763 34.348 73121.9 51.4167 14660.1 14.9224 69.5831
30.7887 66.1322 61.0961 51933.3 0.345078 7018.2 16.527 57.8116
81.4446 70.2324 53.4611 57582.9 37.8085 10902.1 16.558 67.4879
1.32308 58.9797 36.2353 54986.2 10.9711 13359.5 21.0256 30.2035
30.2938 73.5802 42.8183 69374.5 26.117 19237 11.4897 66.9377
40.6404 70.4287 39.8972 73921.5 46.8629 16145.6 9.27003 52.1891
44.752 61.687 34.2507 62081.9 0.844094 14185.4 13.8361 46.6603
48.0798 72.5494 41.2663 60930.3 41.421 9774.76 18.7029 57.4681
63.7627 68.5507 57.3916 69624.6 48.1572 10919.5 14.5977 32.934
74.5198 80.0384 24.7236 81063.1 27.4164 20763.8 11.3302 87.0573
89.7561 83.2275 51.6687 80108.6 63.9043 14395.7 15.5259 110.582
52.3628 73.4071 40.2832 59963.4 16.6208 6133.67 15.3367 70.3436
13.3524 62.7242 31.3182 58617.5 24.0686 9349.43 16.1141 47.2948
5.18821 65.6897 52.9946 61024.5 32.3847 19041.3 7.91416 59.5135
-2.62147 57.0001 42.6348 53638.6 3.11432 1328.18 20.9244 38.5163
76.5797 72.7381 23.2744 61796.4 50.823 9426.59 20.618 51.9903
68.0478 75.6167 20.1743 89959.1 62.5041 22027.3 11.0117 105.68
25.199 65.59 48.767 65237.1 10.127 9635.96 14.4593 41.5642
54.2954 77.268 43.8926 74608.4 38.5001 19880.9 17.6017 81.2333
78.0225 69.5634 33.1412 72681.3 54.0673 16030.3 21.3135 86.2989
55.1439 64.3919 38.0597 55306.5 35.8514 14040 17.2566 64.7783
58.4089 72.6559 10.7112 78270.5 54.6947 16377 16.0062 63.3826
36.5792 73.7846 36.6311 69432.3 48.8067 13238.6 9.1661 78.3084
27.977 61.3555 22.6309 54914.3 44.9971 10128.3 25.2911 29.2259
44.3198 73.9474 24.5024 66210.7 35.2536 15429.3 13.794 80.6146
61.4591 70.727 31.7416 70944.8 62.7349 18003.1 15.6197 55.986
49.4722 66.2787 58.2342 71907.5 36.2486 12365.8 16.5622 61.4708
8.89451 54.3206 43.3832 53150.6 12.677 -857.373 21.4104 39.1741
7.38845 58.9294 43.4786 46167.7 -1.81199 -871.671 17.8042 62.3654
35.0883 68.3067 19.0912 65849.5 52.7599 11149.3 16.3997 74.4453
27.2731 65.8175 30.6961 68514 32.6355 11466.1 21.6986 54.3704
39.1549 66.4086 39.3617 58245.5 31.9926 15143.7 14.4584 77.4627
-31.8195 52.7477 45.4084 53923.5 -7.79335 5180.81 14.4936 19.123
70.1156 68.1648 35.2746 56681.9 35.7906 12406 11.9517 70.4826
23.9642 68.5481 49.7309 58231.2 20.3787 10697.7 19.6603 42.5418
30.9519 68.7503 75.1532 59478.3 34.8996 5595.49 17.3929 72.0769
31.5049 69.7482 54.5695 67715.8 25.6827 11646.9 10.8411 53.563
49.3874 67.6562 21.1787 76559.5 62.3487 19306.9 8.75194 48.2724
41.8789 70.6917 31.4211 65433.3 24.5758 18976.6 17.7634 60.7044
26.7428 63.3777 39.2782 64178.2 45.8597 14003.7 10.9244 66.3211
-8.69517 65.1771 35.4757 62594.8 14.4584 10795.9 20.8075 59.0312
